TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_DIRECTION,CRASH_DAY_OF_WEEK,CRASH_DATE_month,CRASH_DATE_hour,POSTED_SPEED_LIMIT,NUM_UNITS,LATITUDE,LONGITUDE,Severity
NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,4,2,13,-2.2059948550718596,-0.08823949142329818,-2.0529801773192147,0.2810815611174162,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,1,3,13,0.2525400696474301,-0.08823949142329818,0.881739697371429,-1.0620211551680963,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,1,9,16,-2.2059948550718596,-0.08823949142329818,0.07530109500690017,1.0853585447261225,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,2,5,18,0.2525400696474301,-0.08823949142329818,-0.9822187690530444,0.25935085733233637,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,5,8,15,0.2525400696474301,-0.08823949142329818,0.12802108406397017,0.6777169044523869,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,3,8,15,0.2525400696474301,-0.08823949142329818,-1.321315093885791,0.3165017354040262,1
STOP SIGN/FLASHER,OTHER,CLEAR,DAYLIGHT,ANGLE,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,3,4,10,0.2525400696474301,-0.08823949142329818,0.3303721816481838,0.4967526825344241,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,5,12,15,0.2525400696474301,-0.08823949142329818,1.3943448924660269,-1.289360449499793,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,1,9,14,0.2525400696474301,-0.08823949142329818,0.8078135047365632,-1.4711551368483256,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,4,2,15,0.2525400696474301,-0.08823949142329818,-1.5635108883461803,1.5886158093424334,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,driver conditions,dangerous driving,N,1,10,20,0.2525400696474301,-0.08823949142329818,0.7648251417248525,-0.9918218625852103,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,6,19,0.2525400696474301,-0.08823949142329818,-0.46961428612490885,-0.2759380654492959,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,4,5,19,0.2525400696474301,-0.08823949142329818,-0.6632460263785315,0.5349731195482719,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,dangerous driving,W,6,10,15,0.2525400696474301,-0.08823949142329818,-0.13485290676703957,-0.435960070779714,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,4,7,19,0.2525400696474301,-0.08823949142329818,-1.263711791191236,1.1321117425856528,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,Y-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,7,7,1,0.2525400696474301,-0.08823949142329818,-0.6705007725533085,-1.0753634849628089,1
NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,5,8,21,0.2525400696474301,-0.08823949142329818,0.39429688385456146,0.8621448887278663,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,1,12,13,-0.5669715719256664,-0.08823949142329818,-1.8077381901273328,0.2968880064268451,1
STOP SIGN/FLASHER,NOT FUNCTIONING,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,8,13,0.2525400696474301,-0.08823949142329818,-1.061980546935872,0.7094777336708674,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,2,7,2,0.2525400696474301,-0.08823949142329818,-0.3995803633077191,-1.0854708016355188,1
OTHER REG. SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,7,8,17,-2.2059948550718596,-0.08823949142329818,1.4012481319633554,-3.824133330188047,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,4,11,5,0.2525400696474301,-0.08823949142329818,0.9577342665341342,-2.0355266200759576,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,2,12,19,0.2525400696474301,-0.08823949142329818,0.7881392412308227,-2.1259287745091675,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,8,15,2.7110749943667196,-0.08823949142329818,0.0926810267492224,1.0190782466202148,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,N,6,3,4,0.2525400696474301,-0.08823949142329818,1.1599788777225781,-0.48557294697184683,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,others,others,W,6,1,17,0.2525400696474301,-0.08823949142329818,0.21089675718999157,-0.3667548606406864,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,5,9,9,-3.845018138218052,-0.08823949142329818,-0.10214787697304654,0.0981242526095256,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,5,8,19,-0.5669715719256664,-0.08823949142329818,-0.9579094111030025,1.0753249690269466,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,3,3,11,-1.3864832134987628,-0.08823949142329818,0.28426570876893376,-0.9149017567957878,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,1,14,0.2525400696474301,-0.08823949142329818,-0.7484991679442967,-1.883703748425757,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,external factors,dangerous driving,W,4,11,23,0.2525400696474301,-0.08823949142329818,-1.9086589934796543,0.946496021245895,1
NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,W,3,11,17,0.2525400696474301,-0.08823949142329818,-0.38783861828468935,-0.2067122044550049,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,3,3,14,0.2525400696474301,-0.08823949142329818,-1.729747885414034,1.1863884816522614,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER NONCOLLISION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,2,2,7,0.2525400696474301,-2.236113601203421,0.017504701806990132,0.8367264428347692,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,2,4,6,0.2525400696474301,-2.236113601203421,0.24757833761425357,-0.5393596975655143,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,6,10,9,0.2525400696474301,-0.08823949142329818,0.30167092825741326,0.8987245552563047,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,3,5,16,0.2525400696474301,-0.08823949142329818,0.3725320382377219,0.8171683578491729,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,12,21,0.2525400696474301,-0.08823949142329818,0.218690204743366,0.043390133464030714,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,2,5,17,0.2525400696474301,-0.08823949142329818,-1.7906968176429603,0.1617588057708826,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,5,9,15,0.2525400696474301,2.0596346183568244,1.3529842267260128,-1.6120546025023215,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,7,9,16,0.2525400696474301,-0.08823949142329818,0.2876004923586526,0.8682042995244027,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,8,3,0.2525400696474301,2.0596346183568244,0.7439397049186832,-1.5594019745498322,1
NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,others,external factors,S,7,2,19,0.2525400696474301,-0.08823949142329818,-1.7905779442210064,0.7171230489625089,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,others,others,W,4,12,18,0.2525400696474301,-0.08823949142329818,-1.749735373732124,-0.35574354052069707,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,6,9,13,0.2525400696474301,-0.08823949142329818,0.4652681461366562,-0.7906834802921685,1
PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,4,3,8,0.2525400696474301,-0.08823949142329818,0.1717494697358999,0.04551685019878106,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,1,2,15,0.2525400696474301,-0.08823949142329818,1.274177825966447,0.40752706871509314,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,PARKING LOT,STRAIGHT AND LEVEL,WET,NO DEFECTS,others,others,S,6,2,13,-3.025506496644956,-0.08823949142329818,0.02276325711172985,0.3059795411902939,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,6,18,-0.5669715719256664,-0.08823949142329818,-1.063557178371021,0.8881488988369104,1
NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,dangerous driving,E,2,5,3,-1.3864832134987628,-0.08823949142329818,-2.1307635101188027,1.068571479774561,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,3,2,17,1.0720517112205266,-0.08823949142329818,0.3298961976161347,1.1099087413961728,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,4,5,14,0.2525400696474301,-0.08823949142329818,0.31765113771439735,0.43656393005294375,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,external factors,others,S,2,2,16,0.2525400696474301,-2.236113601203421,-0.7510014523097265,-2.066335818649538,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,3,8,9,0.2525400696474301,-0.08823949142329818,0.2475408613144197,-0.4510034323185155,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,3,9,13,0.2525400696474301,-0.08823949142329818,-0.9562403965026692,-0.4418029435754983,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,E,6,12,8,0.2525400696474301,-0.08823949142329818,-1.0544208300746507,1.1233004573474106,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,7,11,22,0.2525400696474301,-0.08823949142329818,0.2932876551145487,0.1542070535678525,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,2,4,6,-3.025506496644956,-0.08823949142329818,-0.09169188425448743,0.09758360949996649,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,3,10,14,0.2525400696474301,-0.08823949142329818,0.43096603055319627,0.7818722578244697,1
STOP SIGN/FLASHER,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,3,6,18,0.2525400696474301,-0.08823949142329818,0.49817069120792584,-0.85608458642036,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,N,6,11,9,0.2525400696474301,-0.08823949142329818,1.3911456189734985,-1.8355481359386334,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,5,4,17,1.0720517112205266,-0.08823949142329818,0.8932248756765673,0.4311192246877459,1
NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,others,others,W,1,2,23,0.2525400696474301,2.0596346183568244,-1.322976496477517,0.13852493621606052,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR TO SIDE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,6,5,11,0.2525400696474301,-0.08823949142329818,0.3178366745855733,0.9934098594186224,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,1,9,13,0.2525400696474301,-0.08823949142329818,0.21945070510762452,0.048459605518120306,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,3,8,12,0.2525400696474301,-0.08823949142329818,0.9793435913443383,0.47311009179510666,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,5,6,17,0.2525400696474301,-0.08823949142329818,0.4214774984376217,0.7643331364221135,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,7,12,13,-0.5669715719256664,-0.08823949142329818,-0.5679594052685668,-1.08400832870583,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,7,11,0.2525400696474301,-0.08823949142329818,0.004502095280548419,0.798299835530623,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,4,12,15,0.2525400696474301,-0.08823949142329818,-0.8218461357623743,-0.8459792654896369,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,7,10,14,0.2525400696474301,-0.08823949142329818,-0.5676073848973298,-1.018530961557048,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,4,8,16,0.2525400696474301,-0.08823949142329818,-0.8896789038716929,-1.3994368140388167,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,5,11,9,0.2525400696474301,-0.08823949142329818,0.24034973145050767,0.5224709125453367,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,4,6,12,0.2525400696474301,-0.08823949142329818,-1.065467197101195,0.09689135765529672,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,external factors,others,W,4,1,20,0.2525400696474301,-0.08823949142329818,1.3945066943473134,-2.1220825738738758,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,3,7,17,0.2525400696474301,-0.08823949142329818,-0.3087731173625808,0.004207106137725038,1
NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,N,6,7,23,0.2525400696474301,-0.08823949142329818,1.6264868931263103,-1.8052267947912173,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,E,6,2,21,-0.5669715719256664,-0.08823949142329818,-1.1614687515978124,1.0854773421108344,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,4,3,14,0.2525400696474301,-0.08823949142329818,0.7969937584126999,-1.0133400367666403,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,3,7,21,-1.3864832134987628,-2.236113601203421,1.682557018213574,0.019250044849989212,1
STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,CLEAR,DARKNESS,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,9,20,0.2525400696474301,-0.08823949142329818,1.6555570604104075,-0.037489067685079105,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,6,11,0.2525400696474301,-0.08823949142329818,-1.9188148605785935,-0.15885791517488848,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,1,3,0,-1.3864832134987628,-0.08823949142329818,0.056441293067092,-0.4697180118985939,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,7,22,-2.2059948550718596,-0.08823949142329818,-1.1838247654130831,-0.10256505392058177,1
STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DARKNESS,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,6,9,21,0.2525400696474301,-0.08823949142329818,1.1535879310711437,-1.3008703161046458,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,E,7,2,12,-0.5669715719256664,-0.08823949142329818,-0.45890050082812445,1.1737670882640943,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,4,9,15,-3.025506496644956,-0.08823949142329818,-0.22394234887292952,-0.7404885916279154,1
NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,1,3,9,-0.5669715719256664,-0.08823949142329818,0.1273417356498812,0.35923183885718685,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,2,3,8,0.2525400696474301,-0.08823949142329818,-1.1707239032668895,0.466905989707898,1
NO CONTROLS,NO CONTROLS,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,5,11,16,0.2525400696474301,-0.08823949142329818,0.9673546661906044,-1.022139499770881,1
TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,5,6,14,0.2525400696474301,-0.08823949142329818,-0.9813518056427377,-0.07426298079152234,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,1,8,13,0.2525400696474301,-0.08823949142329818,0.8042602494963633,0.217666438091259,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,5,6,19,0.2525400696474301,2.0596346183568244,-0.7413089487194376,-1.5443786719089496,1
